FVA result

obj : 0.440938(+-1.0%)
Name	min	max
R_GTPCI	4.36E-4	4.4E-4
R_EX_pi_e	0.584137	0.640635
R_DB4PS	4.36E-4	4.4E-4
R_PPA2	0.0	1.111144
R_NDPK1	-99993.273531	99999.0
R_ILETRS	0.124125	0.125379
R_PRAMPC	0.040461	0.077042
R_LEUTA	0.192474	0.194418
R_ANPRT	0.024231	0.024475
R_PDH	2.174186	3.463113
R_DM_LesA_e	0.0	0.0
R_EX_rib_D_e	0.0	0.0
R_MDDCP4pp	0.0	0.003314
R_FE2t2pp	0.0	0.003989
R_EX_chitin_polymer_e	0.0	0.0
R_PROT_pe_LesA	0.0	0.0
R_DHAD2	0.124125	0.125379
R_GLUCYS	1.09E-4	1.1E-4
R_U23GAATXF	3.32E-4	3.35E-4
R_THIORDXi	0.0	0.317762
R_CITt10	0.0	1.111144
R_PSSA160	0.030111	0.030415
R_UGLT	0.0	0.0
R_FE3tex	0.003623	0.003659
R_CITt3pp	0.0	1.111144
R_AP4AS	0.0	1.111144
R_DHAD1	0.373571	0.377345
R_HISTRS	0.040461	0.040869
R_DMATT	2.45E-4	2.47E-4
R_NH4tex	9.918932	10.182054
R_ADEtex	-0.055914	-0.003289
R_ASPTA	-8.470968	-1.219647
R_PMPK	1.09E-4	1.111253
R_EX_pyr_e	0.0	0.0
